"auto_id","quoteid","source","invoice_id","trams_remarks","total_amount","trams_received_amount","reference_no","balance_amount","payment_method","process_date","modified_date","modified_by","pay_type","added_on","added_by","cleared_date","cleared_by","is_reconciliated"
"3263","2355907","initial",NULL,NULL,"7967",NULL,NULL,NULL,,NULL,NULL,,,"2026-05-04 15:01:37","Job Mathew",NULL,NULL,NULL
"3264","2355907",,NULL,"04/05/2026	FLYREMIT PRIVATE LIMITED	7937",,"7937","TDU35379",NULL,"12","2026-05-04 00:00:00",NULL,,"Bank Transfer - AU","2026-05-04 15:03:56","Job Mathew",NULL,NULL,NULL
"3265","2356241",,NULL,"04/05/2026	1/MAKEMYTRIP (INDIA) PRIVATE LIMITE	52452",,"60","TDU35623",NULL,"12","2026-05-04 00:00:00",NULL,,"Bank Transfer - AU","2026-05-04 15:04:57","Job Mathew",NULL,NULL,NULL
"3267","2356445","initial",NULL,NULL,"84",NULL,NULL,NULL,,NULL,NULL,,,"2026-05-04 15:38:11","Hemant Dongrani",NULL,NULL,NULL
"3268","2356448","initial",NULL,NULL,"111",NULL,NULL,NULL,,NULL,NULL,,,"2026-05-04 15:40:58","Hemant Dongrani",NULL,NULL,NULL
"3270","2355459",,NULL,"04/05/2026	FLYREMIT PRIVATE LIMITED	13438",,"13438","TDU35051",NULL,"12","2026-05-04 00:00:00",NULL,,"Bank Transfer - AU","2026-05-04 17:38:29","Job Mathew",NULL,NULL,NULL
"3271","2355967","initial",NULL,NULL,"6934",NULL,NULL,NULL,,NULL,NULL,,,"2026-05-04 17:55:55","Manthan Soni",NULL,NULL,NULL
"3274","2356059",,NULL,,,"115","TDU35492-20260505170552",NULL,"12","2026-05-05 17:46:46",NULL,,"FLYWIRE","2026-05-05 17:46:46","Flywire Automation",NULL,NULL,NULL
"3277","2356364",,NULL,"FLYREMIT PRIVATE LIMITED TO",,"13698","TDU35722",NULL,"12","2026-05-06 00:00:00",NULL,,"Bank Transfer - AU","2026-05-06 10:16:05","Job Mathew",NULL,NULL,NULL
"3280","2354863",,NULL,"FLYREMIT PRIVATE LIMITED TO",,"5330","TDU34593",NULL,"12","2026-05-05 00:00:00",NULL,,"Bank Transfer - AU","2026-05-06 10:53:58","Job Mathew",NULL,NULL,NULL
"3283","2354710","initial",NULL,NULL,"2540",NULL,NULL,NULL,,NULL,NULL,,,"2026-05-06 11:37:12","Chamodi Dahanayake",NULL,NULL,NULL
"3284","2355824","initial",NULL,NULL,"4530",NULL,NULL,NULL,,NULL,NULL,,,"2026-05-06 11:38:24","Manthan Soni",NULL,NULL,NULL
"3288","2356083",,NULL,"06/05/2026	FLYREMIT PRIVATE LIMITED TO	",,"5808","TDU35510",NULL,"12","2026-05-06 00:00:00",NULL,,"Bank Transfer - AU","2026-05-06 16:47:03","Job Mathew",NULL,NULL,NULL
"3289","2355728",,NULL,"30/04/2026	NEELESH KOTHARI",,"6622.37","TDU35247",NULL,"12","2026-04-30 00:00:00",NULL,,"Bank Transfer - NZ","2026-05-06 16:48:24","Job Mathew",NULL,NULL,NULL
"3290","2356507","initial",NULL,NULL,"2830",NULL,NULL,NULL,,NULL,NULL,,,"2026-05-07 09:40:21","Maharshi Mankodi",NULL,NULL,NULL
"3293","2356282","initial",NULL,NULL,"742",NULL,NULL,NULL,,NULL,NULL,,,"2026-05-07 11:53:37","Job Mathew",NULL,NULL,NULL
"3294","2356282",,NULL,"Fast Transfer From SHUBHAM NAGRALAWALA",,"713"," TDU35659",NULL,"12","2026-05-07 00:00:00",NULL,,"Bank Transfer - AU","2026-05-07 11:54:07","Job Mathew",NULL,NULL,NULL
"3295","2355728","initial",NULL,NULL,"6602",NULL,NULL,NULL,,NULL,NULL,,,"2026-05-07 11:54:42","Manthan Soni",NULL,NULL,NULL
"3296","2355459","initial",NULL,NULL,"13174",NULL,NULL,NULL,,NULL,NULL,,,"2026-05-07 11:59:30","Manthan Soni",NULL,NULL,NULL
"3297","2355538",,NULL,"Fast Transfer From PATEL DARSHANKUMAR",,"4743"," TDU35098",NULL,"12","2026-05-07 00:00:00",NULL,,"Bank Transfer - AU","2026-05-07 14:52:13","Job Mathew",NULL,NULL,NULL
"3299","2356409",,NULL,"TDU35749",,"2322","BFN-CFT2603847 ",NULL,"12","2026-05-07 00:00:00",NULL,,"BFN-CFT2603847 ","2026-05-07 17:31:35","Job Mathew",NULL,NULL,NULL
"3301","2356507",,NULL,,,"2830",,NULL,"12","2026-05-07 00:00:00",NULL,,"Bank Transfer - AU","2026-05-08 10:04:39","Job Mathew",NULL,NULL,NULL
"3314","2355551","initial",NULL,NULL,"9883",NULL,NULL,NULL,,NULL,NULL,,,"2026-05-11 11:00:33","Maharshi Mankodi",NULL,NULL,NULL
"3324","2355551",,NULL,,,"4926.5","TDU35107-20260512092452",NULL,"12","2026-05-12 17:00:33",NULL,,"FLYWIRE","2026-05-12 17:00:33","Flywire Automation",NULL,NULL,NULL
"3325","2355551",,NULL,,,"2463","TDU35107-20260512170947",NULL,"12","2026-05-12 17:27:56",NULL,,"FLYWIRE","2026-05-12 17:27:56","Flywire Automation",NULL,NULL,NULL
"3326","2355551",,NULL,,,"2463","TDU35107-20260512171058",NULL,"12","2026-05-12 17:37:59",NULL,,"FLYWIRE","2026-05-12 17:37:59","Flywire Automation",NULL,NULL,NULL
"3328","2356218",,NULL,,,"545","TDU35603-20260512220733",NULL,"12","2026-05-13 02:34:49",NULL,,"FLYWIRE","2026-05-13 02:34:49","Flywire Automation",NULL,NULL,NULL
"3333","2356364","initial",NULL,NULL,"13071",NULL,NULL,NULL,,NULL,NULL,,,"2026-05-13 13:05:31","Manthan Soni",NULL,NULL,NULL
"3338","2356453","initial",NULL,NULL,"2838",NULL,NULL,NULL,,NULL,NULL,,,"2026-05-13 13:46:21","Chamodi Dahanayake",NULL,NULL,NULL
"3340","2356073","initial",NULL,NULL,"25037",NULL,NULL,NULL,,NULL,NULL,,,"2026-05-13 17:37:45","Maharshi Mankodi",NULL,NULL,NULL
"3342","2356555","initial",NULL,NULL,"534",NULL,NULL,NULL,,NULL,NULL,,,"2026-05-14 12:17:57","Manthan Soni",NULL,NULL,NULL
"3344","2354963","initial",NULL,NULL,"88668",NULL,NULL,NULL,,NULL,NULL,,,"2026-05-14 16:07:33","Rakesh Mulchandani",NULL,NULL,NULL
"3348","2355099","initial",NULL,NULL,"25634",NULL,NULL,NULL,,NULL,NULL,,,"2026-05-15 11:03:06","Chamodi Dahanayake",NULL,NULL,NULL
"3354","2354963",,NULL,,,"25938","TDU26729G-20260515100150",NULL,"12","2026-05-15 22:12:01",NULL,,"FLYWIRE","2026-05-15 22:12:01","Flywire Automation",NULL,NULL,NULL
"3358","2356058",,NULL,,,"5626","TDU35491-20260514182355",NULL,"12","2026-05-16 21:31:26",NULL,,"FLYWIRE","2026-05-16 21:31:26","Flywire Automation",NULL,NULL,NULL
"3359","2352290",,NULL,,,"15000","TDU26147G-20260515215850",NULL,"12","2026-05-17 08:13:07",NULL,,"FLYWIRE","2026-05-17 08:13:07","Flywire Automation",NULL,NULL,NULL
"3360","2352290",,NULL,,,"15000","TDU26147G-20260515220029",NULL,"12","2026-05-17 08:36:59",NULL,,"FLYWIRE","2026-05-17 08:36:59","Flywire Automation",NULL,NULL,NULL
"3361","2352290",,NULL,,,"10000","TDU26147G-20260515215645",NULL,"12","2026-05-17 08:47:25",NULL,,"FLYWIRE","2026-05-17 08:47:25","Flywire Automation",NULL,NULL,NULL
"3362","2353806","initial",NULL,NULL,"7507",NULL,NULL,NULL,,NULL,NULL,,,"2026-05-17 16:46:38","Manthan Soni",NULL,NULL,NULL
"3363","2354598","initial",NULL,NULL,"2730",NULL,NULL,NULL,,NULL,NULL,,,"2026-05-17 16:56:12","Manthan Soni",NULL,NULL,NULL
"3366","2355551",,NULL,,,"0.5","TDU35107",NULL,"12","2026-05-18 00:00:00",NULL,,"Bank CHARGES","2026-05-18 10:11:07","Job Mathew",NULL,NULL,NULL
"3367","2356218",,NULL,"12/05/2026	Fast Transfer From PATEL DEV G	12653		 TDU35603",,"12653"," TDU35603",NULL,"12","2026-05-12 00:00:00",NULL,,"Bank Transfer - AU","2026-05-18 10:13:59","Job Mathew",NULL,NULL,NULL
"3368","2354373",,NULL,"12/05/2026	EASEMYTRIP MIDDLEEAST DMCC	5732		TDU34197",,"5732","TDU34197",NULL,"12","2026-05-12 00:00:00",NULL,,"Bank Transfer - NZ","2026-05-18 10:16:09","Job Mathew",NULL,NULL,NULL
"3369","2355928",,NULL,"12/05/2026	GAINWELL ENTERPRISES PRIVATE LIMITE	12052		TDU35393",,"12052","TDU35393",NULL,"12","2026-05-12 00:00:00",NULL,,"Bank Transfer - AU","2026-05-18 10:19:00","Job Mathew",NULL,NULL,NULL
"3370","2356579",,NULL,"14/05/2026	Fast Transfer from UNIQUE WORKFORCE PTY	29008",,"3809","TDU27138G",NULL,"12","2026-05-14 00:00:00",NULL,,"Bank Transfer - AU","2026-05-18 10:20:31","Job Mathew",NULL,NULL,NULL
"3371","2356147",,NULL,"14/05/2026	Fast Transfer From UNIQUE WORKFORCE PTY	29008",,"24791","TDU27027G",NULL,"12","2026-05-14 00:00:00",NULL,,"Bank Transfer - AU","2026-05-18 10:21:36","Job Mathew",NULL,NULL,NULL
"3372","2356448",,NULL,"08/05/2026	MAKEMYTRIP INDIA PRIVATE LIMITED	135",,"81","TDU35778",NULL,"12","2026-05-08 00:00:00",NULL,,"Bank Transfer - AU","2026-05-18 10:43:39","Job Mathew",NULL,NULL,NULL
"3373","2356445",,NULL,"08/05/2026	MAKEMYTRIP INDIA PRIVATE LIMITED	135",,"54","TDU35778",NULL,"12","2026-05-08 00:00:00",NULL,,"Bank Transfer - AU","2026-05-18 10:44:33","Job Mathew",NULL,NULL,NULL
"3378","2355713","initial",NULL,NULL,"1448",NULL,NULL,NULL,,NULL,NULL,,,"2026-05-18 11:26:58","Manthan Soni",NULL,NULL,NULL
"3379","2355547",,NULL,"11/05/2026	Travel Troops Global	19000",,"19000","TDU26877G",NULL,"12","2026-05-18 00:00:00",NULL,,"Bank Transfer - NZ","2026-05-18 11:27:09","Job Mathew",NULL,NULL,NULL
"3380","2354963",,NULL,"15/05/2026	1/CARINE GANABES APOLINARIO	62700",,"62700","TDU26729G",NULL,"12","2026-05-18 00:00:00",NULL,,"Bank Transfer - NZ","2026-05-18 13:02:08","Job Mathew",NULL,NULL,NULL
"3381","2356633",,NULL,"	
Fast Transfer Vishesh Soneji Invoic",,"1060","TDU35920",NULL,"12","2026-05-23 00:00:00",NULL,,"Bank Transfer - AU","2026-05-18 13:12:39","Job Mathew",NULL,NULL,NULL
"3382","2356633","initial",NULL,NULL,"1040",NULL,NULL,NULL,,NULL,NULL,,,"2026-05-18 13:13:38","Job Mathew",NULL,NULL,NULL
"3383","2356633",,NULL,"Fast Transfer Vishesh Soneji Invoice",,"150","TDU35920",NULL,"12","2026-05-04 00:00:00",NULL,,"Bank Transfer - AU","2026-05-18 13:14:09","Job Mathew",NULL,NULL,NULL
"3385","2356258",,NULL,"15/05/2026	Fast Transfer From ARYAN HARESHBHAI SAVA	2980",,"2980"," TDU35637 ",NULL,"12","2026-05-18 00:00:00",NULL,,"Bank Transfer - AU","2026-05-18 15:05:31","Job Mathew",NULL,NULL,NULL
"3386","2355263",,NULL,"05/05/2026	FLYREMIT PRIVATE LIMITED TO	3975.39",,"3975.39","TDU34896",NULL,"12","2026-05-05 00:00:00",NULL,,"Bank Transfer - NZ","2026-05-18 15:19:41","Job Mathew",NULL,NULL,NULL
"3389","2356083","initial",NULL,NULL,"5829",NULL,NULL,NULL,,NULL,NULL,,,"2026-05-18 16:14:33","Manthan Soni",NULL,NULL,NULL
"3391","2355842","initial",NULL,NULL,"3416",NULL,NULL,NULL,,NULL,NULL,,,"2026-05-18 17:08:12","Mayur P",NULL,NULL,NULL
"3392","2355845","initial",NULL,NULL,"921",NULL,NULL,NULL,,NULL,NULL,,,"2026-05-18 17:09:50","Mayur P",NULL,NULL,NULL
"3394","2355842",,NULL,"17/05/2026	Fast Transfer From MR SARFRAJ ZULFIKAR L	5525",,"3386","TDU35326",NULL,"12","2026-05-17 00:00:00",NULL,,"Bank Transfer - AU","2026-05-18 17:22:06","Job Mathew",NULL,NULL,NULL
"3395","2355845",,NULL,"""17/05/2026	""	Fast Transfer From MR SARFRAJ ZULFIKAR L	5525",,"891","TDU35329",NULL,"12","2026-05-18 00:00:00",NULL,,"Bank Transfer - AU","2026-05-18 17:23:49","Job Mathew",NULL,NULL,NULL
"3396","2355844",,NULL,"""17/05/2026	""	Fast Transfer From MR SARFRAJ ZULFIKAR L	5525",,"1248","TDU35328",NULL,"12","2026-05-18 00:00:00",NULL,,"Bank Transfer - AU","2026-05-18 17:24:55","Job Mathew",NULL,NULL,NULL
"3399","2353806",,NULL,"07/05/2026	Fast Transfer From MR GAURAV KAWAR	7680",,"7480","TDU33763",NULL,"12","2026-05-07 00:00:00",NULL,,"Bank Transfer - AU","2026-05-18 18:23:19","Job Mathew",NULL,NULL,NULL
"3401","2355998",,NULL,"19/05/2026	GROOMNEST EDUCATION PRIVATE LIMITED	41085",,"41085","TDU26990G",NULL,"12","2026-05-19 00:00:00",NULL,,"Bank Transfer","2026-05-19 10:41:37","Job Mathew",NULL,NULL,NULL
"3402","2356073",,NULL,"19/05/2026 Smiles Per Miles Private LTD 8000 TDU27006G",,"8000","TDU27006G",NULL,"12","2026-05-19 00:00:00",NULL,,"Bank Trasfer","2026-05-19 10:47:30","Chamodi Dahanayake",NULL,NULL,NULL
"3404","2356572","initial",NULL,NULL,"2348",NULL,NULL,NULL,,NULL,NULL,,,"2026-05-19 15:08:55","Job Mathew",NULL,NULL,NULL
"3405","2356572",,NULL,"TDU35873",,"2318","BFN :- CFT2605015",NULL,"12","2026-05-19 00:00:00",NULL,,"BFN","2026-05-19 15:09:54","Job Mathew",NULL,NULL,NULL
"3406","2355713",,NULL,,,"80","TDU35233-20260519180251",NULL,"12","2026-05-19 19:42:20",NULL,,"FLYWIRE","2026-05-19 19:42:20","Flywire Automation",NULL,NULL,NULL
"3408","2354875",,NULL,"20/05/2026		
FLYREMIT PRIVATE LIMITED 12044",,"12044","TDU34601",NULL,"12","2026-05-20 00:00:00",NULL,,"Bank Transfer - NZ","2026-05-20 09:47:00","Job Mathew",NULL,NULL,NULL
"3409","2355547",,NULL,"20/05/2026	Travel Troops Global	55622",,"55622","TDU26877G",NULL,"12","2026-05-20 00:00:00",NULL,,"Bank Transfer - NZ","2026-05-20 09:55:36","Job Mathew",NULL,NULL,NULL
"3410","2356147","initial",NULL,NULL,"24444",NULL,NULL,NULL,,NULL,NULL,,,"2026-05-20 11:09:41","Chamodi Dahanayake",NULL,NULL,NULL
"3411","2356579","initial",NULL,NULL,"3839",NULL,NULL,NULL,,NULL,NULL,,,"2026-05-20 11:25:45","Chamodi Dahanayake",NULL,NULL,NULL
"3413","2356218","initial",NULL,NULL,"13610",NULL,NULL,NULL,,NULL,NULL,,,"2026-05-20 13:27:22","Manthan Soni",NULL,NULL,NULL
"3414","2356073",,NULL,"20/05/2026	SMILES PER MILES PRIVATE LTD	8819",,"8819","TDU27006G",NULL,"12","2026-05-20 00:00:00",NULL,,"Bank Transfer - AU","2026-05-20 15:12:27","Job Mathew",NULL,NULL,NULL
"3415","2355190","initial",NULL,NULL,"10389",NULL,NULL,NULL,,NULL,NULL,,,"2026-05-20 15:22:55","Manthan Soni",NULL,NULL,NULL
"3416","2356643","initial",NULL,NULL,"982",NULL,NULL,NULL,,NULL,NULL,,,"2026-05-20 15:39:49","Dhiraj Salvi",NULL,NULL,NULL
"3417","2356453",,NULL,"TDU35782 - FLYREMIT PRIVATE LIMITED TO - 2808",,"2808","TDU35782",NULL,"12","2026-05-20 00:00:00",NULL,,"TDU35782","2026-05-20 15:41:19","Job Mathew",NULL,NULL,NULL
"3418","2356636",,NULL,,,"1743","TDU35923-20260520160254",NULL,"12","2026-05-20 16:08:21",NULL,,"FLYWIRE","2026-05-20 16:08:21","Flywire Automation",NULL,NULL,NULL
"3420","2356643",,NULL,"20/05/2026	MOHAMMAD SHAIFUL KARIM	952",,"952","TDU35930",NULL,"12","2026-05-20 00:00:00",NULL,,"Bank Transfer - AU","2026-05-20 16:54:08","Job Mathew",NULL,NULL,NULL
"3422","2355844",,NULL,,,"6000","TDU35328-20260520191119",NULL,"12","2026-05-20 19:28:01",NULL,,"FLYWIRE","2026-05-20 19:28:01","Flywire Automation",NULL,NULL,NULL
"3424","2356218",,NULL,"TDU35603",,"200","07/05/2026	Fast Transfer From MR GAURAV KAWAR	7680",NULL,"12","2026-05-07 00:00:00",NULL,,"Bank Transfer - AU","2026-05-21 10:47:52","Job Mathew",NULL,NULL,NULL
"3425","2355099",,NULL,"TDU26766G",,"36","Bank charges",NULL,"12","2026-05-21 00:00:00",NULL,,"Bank Transfer - AU","2026-05-21 10:51:09","Job Mathew",NULL,NULL,NULL
"3426","2356218","final",NULL,NULL,"13380",NULL,NULL,NULL,,NULL,NULL,,,"2026-05-21 10:55:57","Job Mathew",NULL,NULL,NULL
"3430","2353464","initial",NULL,NULL,"43984",NULL,NULL,NULL,,NULL,NULL,,,"2026-05-21 16:21:55","Chamodi Dahanayake",NULL,NULL,NULL
"3432","2356642",,NULL,"21/05/2026	Fast Transfer From MEENANK MARELLA	7465",,"3490","TDU35929",NULL,"12","2026-05-21 00:00:00",NULL,,"Bank Transfer - AU","2026-05-21 18:02:59","Job Mathew",NULL,NULL,NULL
"3434","2355598",,NULL,"14/05/2026	Fast Transfer From UNIQUE WORKFORCE PTY	29008",,"408","TDU35147",NULL,"12","2026-05-14 00:00:00",NULL,,"Bank Transfer - AU","2026-05-21 18:04:17","Job Mathew",NULL,NULL,NULL
"3435","2355598",,NULL,"21/05/2026	Fast Transfer From MEENANK MARELLA	7465",,"3975","TDU35147",NULL,"12","2026-05-21 00:00:00",NULL,,"Bank Transfer - AU","2026-05-21 18:04:56","Job Mathew",NULL,NULL,NULL
"3436","2356451",,NULL,,,"4040","TDU27105G-20260521162757",NULL,"12","2026-05-21 18:06:07",NULL,,"FLYWIRE","2026-05-21 18:06:07","Flywire Automation",NULL,NULL,NULL
"3438","2356451",,NULL,,,"4040","TDU27105G-20260521162838",NULL,"12","2026-05-22 02:22:13",NULL,,"FLYWIRE","2026-05-22 02:22:13","Flywire Automation",NULL,NULL,NULL
"3439","2355585","final",NULL,NULL,"3190",NULL,NULL,NULL,,NULL,NULL,,,"2026-05-22 12:34:34","Job Mathew",NULL,NULL,NULL
"3440","2355573","final",NULL,NULL,"3270",NULL,NULL,NULL,,NULL,NULL,,,"2026-05-22 12:35:39","Job Mathew",NULL,NULL,NULL
"3442","2356566",,NULL,"22/05/2026	SATGURU HOLIDAYS INDIA PRIVATE LTD	4049
",,"4049","TDU35867",NULL,"12","2026-05-22 00:00:00",NULL,,"Bank Transfer - NZ","2026-05-22 15:12:53","Job Mathew",NULL,NULL,NULL
"3443","2356566",,NULL,"Bank charges",,"1","TDU35867",NULL,"12","2026-05-22 00:00:00",NULL,,"Bank Transfer - NZ","2026-05-22 15:13:32","Job Mathew",NULL,NULL,NULL
"3446","2355928","initial",NULL,NULL,"12286",NULL,NULL,NULL,,NULL,NULL,,,"2026-05-22 15:20:34","Mayur P",NULL,NULL,NULL
"3447","2355598",,NULL,"22/05/2026	Fast Transfer From ALLDAY HOLDINGS PTY L	3150",,"2988","TDU35147",NULL,"12","2026-05-22 00:00:00",NULL,,"Bank Transfer - AU","2026-05-22 16:47:53","Job Mathew",NULL,NULL,NULL
"3449","2356642","initial",NULL,NULL,"3220",NULL,NULL,NULL,,NULL,NULL,,,"2026-05-22 21:59:59","Manthan Soni",NULL,NULL,NULL
"3450","2356642","final",NULL,NULL,"3316",NULL,NULL,NULL,,NULL,NULL,,,"2026-05-22 22:07:13","Manthan Soni",NULL,NULL,NULL
"3452","2356451",,NULL,,,"4040","TDU27105G-20260521162901",NULL,"12","2026-05-23 01:44:25",NULL,,"FLYWIRE","2026-05-23 01:44:25","Flywire Automation",NULL,NULL,NULL
"3453","2356451",,NULL,,,"4040","TDU27105G-20260521162924",NULL,"12","2026-05-23 02:16:43",NULL,,"FLYWIRE","2026-05-23 02:16:43","Flywire Automation",NULL,NULL,NULL
"3454","2356451",,NULL,,,"4040","TDU27105G-20260521162733",NULL,"12","2026-05-23 02:33:53",NULL,,"FLYWIRE","2026-05-23 02:33:53","Flywire Automation",NULL,NULL,NULL
"3455","2356628","initial",NULL,NULL,"3250",NULL,NULL,NULL,,NULL,NULL,,,"2026-05-23 10:28:38","Manthan Soni",NULL,NULL,NULL
"3458","2356451",,NULL,,,"4040","TDU27105G-20260524203439",NULL,"12","2026-05-25 00:21:03",NULL,,"FLYWIRE","2026-05-25 00:21:03","Flywire Automation",NULL,NULL,NULL
"3459","2356451",,NULL,,,"4040","TDU27105G-20260524203609",NULL,"12","2026-05-25 01:36:06",NULL,,"FLYWIRE","2026-05-25 01:36:06","Flywire Automation",NULL,NULL,NULL
"3462","2355598",,NULL,"cairns transport difference",,"72","TDU35147",NULL,"12","2026-05-25 00:00:00",NULL,,"Bank Transfer - AU","2026-05-25 16:04:52","Job Mathew",NULL,NULL,NULL
"3465","2354180","final",NULL,NULL,"7598",NULL,NULL,NULL,,NULL,NULL,,,"2026-05-25 16:37:56","Job Mathew",NULL,NULL,NULL
"3466","2352447","final",NULL,NULL,"7468",NULL,NULL,NULL,,NULL,NULL,,,"2026-05-25 16:46:29","Karthik Suriyan",NULL,NULL,NULL
"3476","2355547","initial",NULL,NULL,"71294",NULL,NULL,NULL,,NULL,NULL,,,"2026-05-26 12:00:57","Divyanshu Kumar",NULL,NULL,NULL
"3477","2356451",,NULL,,,"4040","TDU27105G-20260524203635",NULL,"12","2026-05-26 12:04:21",NULL,,"FLYWIRE","2026-05-26 12:04:21","Flywire Automation",NULL,NULL,NULL
"3481","2356451","initial",NULL,NULL,"36390",NULL,NULL,NULL,,NULL,NULL,,,"2026-05-26 12:17:08","Divyanshu Kumar",NULL,NULL,NULL
"3484","2356258","initial",NULL,NULL,"3133",NULL,NULL,NULL,,NULL,NULL,,,"2026-05-26 14:50:10","Job Mathew",NULL,NULL,NULL
"3485","2356689","initial",NULL,NULL,"950",NULL,NULL,NULL,,NULL,NULL,,,"2026-05-26 14:52:18","Manthan Soni",NULL,NULL,NULL
"3491","2356346",,NULL,,,"2560","TDU35712-20260525200919",NULL,"12","2026-05-26 17:56:34",NULL,,"FLYWIRE","2026-05-26 17:56:34","Flywire Automation",NULL,NULL,NULL
"3492","2356238","initial",NULL,NULL,"5030",NULL,NULL,NULL,,NULL,NULL,,,"2026-05-27 09:52:54","Maharshi Mankodi",NULL,NULL,NULL
"3493","2356238","final",NULL,NULL,"5000",NULL,NULL,NULL,,NULL,NULL,,,"2026-05-27 09:54:05","Maharshi Mankodi",NULL,NULL,NULL
"3495","2356058",,NULL,"TDU35491",,"73","TDU35491",NULL,"12","2026-05-27 00:00:00",NULL,,"Bank Transfer - AU","2026-05-27 18:13:26","Job Mathew",NULL,NULL,NULL
"3498","2355844","initial",NULL,NULL,"11346",NULL,NULL,NULL,,NULL,NULL,,,"2026-05-28 10:30:58","Divyanshu Kumar",NULL,NULL,NULL
"3501","2355493",,NULL,"28/05/2026	FLYREMIT PRIVATE LIMITED	8835",,"8835","TDU35074",NULL,"12","2026-05-28 00:00:00",NULL,,"Bank Transfer - AU","2026-05-28 16:25:40","Job Mathew",NULL,NULL,NULL
"3502","2356628",,NULL,"26/05/2026	ZENITH JOURNEYS	3172.38",,"3172.38","TDU35915",NULL,"12","2026-05-28 00:00:00",NULL,,"Bank Transfer - AU","2026-05-28 16:28:13","Job Mathew",NULL,NULL,NULL
"3503","2355844",,NULL,"26/05/2026	Fast Transfer From Princekumar Patel	2860",,"2860"," TDU35328",NULL,"12","2026-05-26 00:00:00",NULL,,"Bank Transfer - AU","2026-05-28 16:54:29","Job Mathew",NULL,NULL,NULL
"3506","2356451",,NULL,,,"2020","TDU27105G-20260521162953",NULL,"12","2026-05-29 00:11:34",NULL,,"FLYWIRE","2026-05-29 00:11:34","Flywire Automation",NULL,NULL,NULL
"3511","2356409","initial",NULL,NULL,"2602",NULL,NULL,NULL,,NULL,NULL,,,"2026-05-29 19:18:26","Manthan Soni",NULL,NULL,NULL
"3512","2352290",,NULL,,,"7000","TDU26147G-20260528165949",NULL,"12","2026-05-29 19:28:10",NULL,,"FLYWIRE","2026-05-29 19:28:10","Flywire Automation",NULL,NULL,NULL
"3513","2352290",,NULL,,,"7000","TDU26147G-20260528170126",NULL,"12","2026-05-29 19:45:58",NULL,,"FLYWIRE","2026-05-29 19:45:58","Flywire Automation",NULL,NULL,NULL
"3516","2356058","initial",NULL,NULL,"4962",NULL,NULL,NULL,,NULL,NULL,,,"2026-06-01 10:41:37","Manthan Soni",NULL,NULL,NULL
"3519","2356071","initial",NULL,NULL,"3536",NULL,NULL,NULL,,NULL,NULL,,,"2026-06-01 14:59:16","Job Mathew",NULL,NULL,NULL
"3520","2356071",,NULL,"29/05/2026 CHALE VENTURES GLOBAL DMC PVT LTD   $3,538",,"3550","TDU35500",NULL,"12","2026-05-29 00:00:00",NULL,,"Bank Transfer - AU","2026-06-01 15:00:08","Job Mathew",NULL,NULL,NULL
"3522","2354763",,NULL,"TDU34514",,"1600","TDU34514",NULL,"12","2026-05-26 00:00:00",NULL,,"Flywire","2026-06-01 16:42:57","Job Mathew",NULL,NULL,NULL
"3523","2354763",,NULL,"TDU34514",,"861","TDU34514",NULL,"12","2026-05-26 00:00:00",NULL,,"Flywire","2026-06-01 16:43:21","Job Mathew",NULL,NULL,NULL
"3524","2354763",,NULL,"TDU34514",,"860","TDU34514",NULL,"12","2026-06-26 00:00:00",NULL,,"Flywire","2026-06-01 16:43:48","Job Mathew",NULL,NULL,NULL
"3525","2354763","final",NULL,NULL,"3322",NULL,NULL,NULL,,NULL,NULL,,,"2026-06-01 16:44:05","Job Mathew",NULL,NULL,NULL
"3526","2356566","initial",NULL,NULL,"4078",NULL,NULL,NULL,,NULL,NULL,,,"2026-06-01 16:56:54","Manthan Soni",NULL,NULL,NULL
"3527","2356566","final",NULL,NULL,"4048",NULL,NULL,NULL,,NULL,NULL,,,"2026-06-01 16:57:05","Manthan Soni",NULL,NULL,NULL
"3531","2356451",,NULL,,,"2020","TDU27105G-20260529111415",NULL,"12","2026-06-02 12:10:41",NULL,,"FLYWIRE","2026-06-02 12:10:41","Flywire Automation",NULL,NULL,NULL
"3534","2356452","initial",NULL,NULL,"3124",NULL,NULL,NULL,,NULL,NULL,,,"2026-06-02 15:15:03","Manthan Soni",NULL,NULL,NULL
"3535","2356452","final",NULL,NULL,"3094",NULL,NULL,NULL,,NULL,NULL,,,"2026-06-02 15:15:16","Manthan Soni",NULL,NULL,NULL
"3536","2356748",,NULL,"02/06/2026	Fast Transfer From LUXETROT	5281",,"2355","TDU36003",NULL,"12","2026-06-02 00:00:00",NULL,,"Bank Transfer - AU","2026-06-02 15:49:09","Job Mathew",NULL,NULL,NULL
"3537","2356749",,NULL,"02/06/2026	Fast Transfer From LUXETROT	5281",,"604","TDU36004",NULL,"12","2026-06-02 00:00:00",NULL,,"Bank Transfer - AU","2026-06-02 15:50:06","Job Mathew",NULL,NULL,NULL
"3538","2356610",,NULL,"02/06/2026	Fast Transfer From LUXETROT	5281",,"2292","TDU35901",NULL,"12","2026-06-02 00:00:00",NULL,,"Bank Transfer - AU","2026-06-02 15:51:12","Job Mathew",NULL,NULL,NULL
"3539","2355493",,NULL,,,"1073","TDU35074-20260602170712",NULL,"12","2026-06-02 18:12:09",NULL,,"FLYWIRE","2026-06-02 18:12:09","Flywire Automation",NULL,NULL,NULL
